Dataset Name,Algorithm Name,Cross Validation,Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR - Curve,Training Time,Inference Time
pittsburg-bridges-T-OR-D_R,DEBoost,6,,0.818181818,0.5,0.343082905,0.5,0.694444444,0.545454545,5.25875525,0.111111111
pittsburg-bridges-T-OR-D_R,DEBoost,7,,0.818181818,1,1,1,0.5,0.590909091,5.258625204,1
pittsburg-bridges-T-OR-D_R,DEBoost,8,,0.818181818,1,0.345076561,1,0.5,0.590909091,5.167982795,1
pittsburg-bridges-T-OR-D_R,DEBoost,9,,0.818181818,1,1,1,0.5,0.590909091,5.258711902,1
pittsburg-bridges-T-OR-D_R,DEBoost,10,,0.818181818,1,0.342083931,1,0.5,0.590909091,5.168004469,1
pittsburg-bridges-T-OR-D_R,XGBoost-imbalance,1,"{'max_depth': 20, 'imbalance_alpha': 2.5, 'focal_gamma': 2.0, 'eta': 0.1}",0.727272727,0.5,0.333333333,0.25,0.666666667,0.238095238,0,0.333333333
pittsburg-bridges-T-OR-D_R,XGBoost-imbalance,2,"{'max_depth': 20, 'imbalance_alpha': 2.5, 'focal_gamma': 2.0, 'eta': 0.1}",0.727272727,1,0.003038645,0,0.555555556,0.142857143,0.089753758,0.555555556
pittsburg-bridges-T-OR-D_R,XGBoost-imbalance,3,"{'max_depth': 20, 'imbalance_alpha': 2.5, 'focal_gamma': 2.0, 'eta': 0.1}",0.909090909,1,0.555555556,1,0.944444444,0.791666667,0,0.111111111
pittsburg-bridges-T-OR-D_R,XGBoost-imbalance,4,"{'max_depth': 20, 'imbalance_alpha': 2.5, 'focal_gamma': 2.0, 'eta': 0.1}",0.909090909,1,0.002994776,1,0.944444444,0.791666667,0,0.111111111
pittsburg-bridges-T-OR-D_R,XGBoost-imbalance,5,"{'max_depth': 20, 'imbalance_alpha': 2.5, 'focal_gamma': 2.0, 'eta': 0.1}",0.818181818,0.5,0.111111111,0.333333333,0.666666667,0.238095238,0,0.555555556
pittsburg-bridges-T-OR-D_R,XGBoost-imbalance,6,"{'max_depth': 20, 'imbalance_alpha': 2.5, 'focal_gamma': 2.0, 'eta': 0.1}",0.818181818,0,0.002983809,0,0.277777778,0.1,0.090447339,0.555555556
pittsburg-bridges-T-OR-D_R,XGBoost-imbalance,7,"{'max_depth': 20, 'imbalance_alpha': 2.5, 'focal_gamma': 2.0, 'eta': 0.1}",0.818181818,0.5,0.111111111,0.5,0.833333333,0.333333333,0.090859153,0.222222222
pittsburg-bridges-T-OR-D_R,XGBoost-imbalance,8,"{'max_depth': 20, 'imbalance_alpha': 2.5, 'focal_gamma': 2.0, 'eta': 0.1}",0.909090909,1,0.002989531,1,1,1,0.090772455,0.333333333
pittsburg-bridges-T-OR-D_R,XGBoost-imbalance,9,"{'max_depth': 20, 'imbalance_alpha': 2.5, 'focal_gamma': 2.0, 'eta': 0.1}",0.909090909,1,0.555555556,1,1,1,0,0.222222222
pittsburg-bridges-T-OR-D_R,XGBoost-imbalance,10,"{'max_depth': 20, 'imbalance_alpha': 2.5, 'focal_gamma': 2.0, 'eta': 0.1}",0.818181818,0.5,0.002990961,0,0.611111111,0.195833333,0,0.444444444
pittsburg-bridges-TYPE,GentleBoost,1,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.196969697,0.572222222,0.344444444,0.583333333,0.631481481,0.45081229,0.514073805,0.344444444
pittsburg-bridges-TYPE,GentleBoost,2,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.196969697,0.976190476,0.062167962,0.633333333,0.726455026,0.51505102,0.514752937,0.462037037
pittsburg-bridges-TYPE,GentleBoost,3,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.181818182,1,0.462037037,0.833333333,0.812962963,0.672751323,0.498410427,0.568518519
pittsburg-bridges-TYPE,GentleBoost,4,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.196969697,0.833333333,0.065325936,0.833333333,0.795833333,0.730591631,0.468868198,0.378902116
pittsburg-bridges-TYPE,GentleBoost,5,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.166666667,0.916666667,0.568518519,0.888888889,0.806150794,0.704004329,0.484123374,0.56005291
pittsburg-bridges-TYPE,GentleBoost,6,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.196969697,0.966666667,0.061168313,0.583333333,0.700925926,0.478373016,0.499353264,0.562962963
pittsburg-bridges-TYPE,GentleBoost,7,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.196969697,0.666666667,0.378902116,0.541666667,0.748148148,0.556570166,0.514604829,0.305555556
