Dataset Name,Algorithm Name,Cross Validation,Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR - Curve,Training Time,Inference Time
echocardiogram,DEBoost,5,,0.928571429,0.8,0,1,0.9,0.935714286,4.131862095,0
echocardiogram,DEBoost,6,,0.928571429,0.8,0.383297443,1,0.9,0.935714286,4.060523851,0
echocardiogram,DEBoost,7,,0.857142857,0.6,0,1,0.8,0.871428571,4.416772297,0
echocardiogram,DEBoost,8,,0.857142857,0.6,0.394230127,1,0.8,0.871428571,4.239252635,0
echocardiogram,DEBoost,9,,0.785714286,0.4,0,1,0.7,0.807142857,4.225288119,0
echocardiogram,DEBoost,10,,0.857142857,0.6,0.392632008,1,0.8,0.871428571,4.424554961,0
echocardiogram,XGBoost-imbalance,1,"{'max_depth': 10, 'imbalance_alpha': 1.5, 'focal_gamma': 1.5, 'eta': 0.3}",0.714285714,0.6,0.666666667,0.6,0.733333333,0.758787879,0.071167946,0.666666667
echocardiogram,XGBoost-imbalance,2,"{'max_depth': 10, 'imbalance_alpha': 1.5, 'focal_gamma': 1.5, 'eta': 0.3}",0.928571429,0.8,0.00399518,0.8,0.888888889,0.894444444,0,0
echocardiogram,XGBoost-imbalance,3,"{'max_depth': 10, 'imbalance_alpha': 1.5, 'focal_gamma': 1.5, 'eta': 0.3}",1,0.4,0,1,1,1,0,0
echocardiogram,XGBoost-imbalance,4,"{'max_depth': 10, 'imbalance_alpha': 1.5, 'focal_gamma': 1.5, 'eta': 0.3}",0.642857143,0.8,0.005223989,0.333333333,0.511111111,0.59038073,0,0.777777778
echocardiogram,XGBoost-imbalance,5,"{'max_depth': 10, 'imbalance_alpha': 1.5, 'focal_gamma': 1.5, 'eta': 0.3}",0.785714286,0.6,0,0.6,0.8,0.753787879,0.071304185,0.222222222
echocardiogram,XGBoost-imbalance,6,"{'max_depth': 10, 'imbalance_alpha': 1.5, 'focal_gamma': 1.5, 'eta': 0.3}",0.571428571,0.8,0.004987478,0.4,0.711111111,0.663492063,0,0.444444444
echocardiogram,XGBoost-imbalance,7,"{'max_depth': 10, 'imbalance_alpha': 1.5, 'focal_gamma': 1.5, 'eta': 0.3}",0.785714286,1,0.777777778,0.75,0.911111111,0.864761905,0.071150916,0.555555556
echocardiogram,XGBoost-imbalance,8,"{'max_depth': 10, 'imbalance_alpha': 1.5, 'focal_gamma': 1.5, 'eta': 0.3}",0.857142857,0.6,0.00398922,0.75,0.822222222,0.798412698,0,0.444444444
echocardiogram,XGBoost-imbalance,9,"{'max_depth': 10, 'imbalance_alpha': 1.5, 'focal_gamma': 1.5, 'eta': 0.3}",0.785714286,0.8,0.222222222,0.8,0.911111111,0.874642857,0,0.111111111
echocardiogram,XGBoost-imbalance,10,"{'max_depth': 10, 'imbalance_alpha': 1.5, 'focal_gamma': 1.5, 'eta': 0.3}",0.785714286,0.6,0.003988981,0.5,0.755555556,0.779220779,0,0.333333333
elusage,GentleBoost,1,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.5,1,0.333333333,1,0.944444444,0.958333333,1.005252202,0.333333333
elusage,GentleBoost,2,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.5,0.666666667,0.059789181,1,0.833333333,0.916666667,1.004576683,0
elusage,GentleBoost,3,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.5,1,0,1,1,1,0.823378563,0.333333333
elusage,GentleBoost,4,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.5,1,0.063115358,1,1,1,0.997424126,0
elusage,GentleBoost,5,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.5,0.666666667,0.333333333,1,0.833333333,0.916666667,0.831882159,0
elusage,GentleBoost,6,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.5,1,0.059177876,1,1,1,0.831604004,0.666666667
elusage,GentleBoost,7,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.5,1,0,1,0.944444444,0.958333333,0.830213229,0.333333333
elusage,GentleBoost,8,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.5,1,0.058932543,1,1,1,0.997145971,0
elusage,GentleBoost,9,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.5,1,0,1,0.944444444,0.958333333,0.83120664,0.333333333
elusage,GentleBoost,10,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.5,1,0.057840586,1,0.888888889,0.916666667,0.997066498,0.333333333
elusage,Gradient boosting,1,"{'subsample': 0.5, 'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 3, 'learning_rate': 0.2}",0.833333333,1,0.333333333,1,0.944444444,0.958333333,0.332474709,0.333333333
elusage,Gradient boosting,2,"{'subsample': 0.5, 'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 3, 'learning_rate': 0.2}",0.833333333,0.666666667,0.049866676,1,0.888888889,0.902777778,0.332593918,0.333333333
elusage,Gradient boosting,3,"{'subsample': 0.5, 'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 3, 'learning_rate': 0.2}",1,1,0.333333333,1,1,1,0.258286794,0.666666667
elusage,Gradient boosting,4,"{'subsample': 0.5, 'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 3, 'learning_rate': 0.2}",0.833333333,1,0.045876026,1,1,1,0.332673391,0
elusage,Gradient boosting,5,"{'subsample': 0.5, 'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 3, 'learning_rate': 0.2}",1,1,0.666666667,1,1,1,0.332474709,0
elusage,Gradient boosting,6,"{'subsample': 0.5, 'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 3, 'learning_rate': 0.2}",0.833333333,0.666666667,0.04588604,1,0.833333333,0.916666667,0.166257222,0
elusage,Gradient boosting,7,"{'subsample': 0.5, 'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 3, 'learning_rate': 0.2}",1,1,0,1,1,1,0.165979067,0
elusage,Gradient boosting,8,"{'subsample': 0.5, 'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 3, 'learning_rate': 0.2}",1,1,0.05005455,1,1,1,0.332117081,0
elusage,Gradient boosting,9,"{'subsample': 0.5, 'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 3, 'learning_rate': 0.2}",0.833333333,1,0,1,1,1,0.339746475,0
elusage,Gradient boosting,10,"{'subsample': 0.5, 'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 3, 'learning_rate': 0.2}",0.833333333,0.666666667,0.042873859,1,0.833333333,0.916666667,0.166138013,0
elusage,DEBoost,1,,1,1,0,1,1,1,9.558995565,0
elusage,DEBoost,2,,1,1,0.278441429,1,1,1,9.999632835,0
elusage,DEBoost,3,,0.833333333,1,0,1,0.833333333,0.875,9.640773137,0.333333333
elusage,DEBoost,4,,0.833333333,0.666666667,0.339256525,1,0.833333333,0.916666667,9.64097182,0
elusage,DEBoost,5,,0.833333333,0.666666667,0.333333333,1,0.833333333,0.916666667,9.474714597,0
elusage,DEBoost,6,,0.833333333,0.666666667,0.332491875,1,0.833333333,0.916666667,9.807070096,0
elusage,DEBoost,7,,1,1,0,1,1,1,9.474595388,0
elusage,DEBoost,8,,1,1,0.333101034,1,1,1,9.807189306,0
elusage,DEBoost,9,,0.666666667,0.666666667,0,0.666666667,0.666666667,0.75,9.973287582,0.333333333
elusage,DEBoost,10,,1,1,0.338094711,1,1,1,9.474714597,0
elusage,XGBoost-imbalance,1,"{'max_depth': 3, 'imbalance_alpha': 4.0, 'focal_gamma': 2.0, 'eta': 0.5}",0.833333333,0.666666667,0,1,0.833333333,0.916666667,0,0
elusage,XGBoost-imbalance,2,"{'max_depth': 3, 'imbalance_alpha': 4.0, 'focal_gamma': 2.0, 'eta': 0.5}",1,1,0.002991676,1,1,1,0,0
elusage,XGBoost-imbalance,3,"{'max_depth': 3, 'imbalance_alpha': 4.0, 'focal_gamma': 2.0, 'eta': 0.5}",0.833333333,1,0,1,1,1,0.16605854,0.333333333
elusage,XGBoost-imbalance,4,"{'max_depth': 3, 'imbalance_alpha': 4.0, 'focal_gamma': 2.0, 'eta': 0.5}",0.833333333,1,0.002994537,1,0.833333333,0.875,0.166296959,0.333333333
elusage,XGBoost-imbalance,5,"{'max_depth': 3, 'imbalance_alpha': 4.0, 'focal_gamma': 2.0, 'eta': 0.5}",0.666666667,0.666666667,0.333333333,1,0.888888889,0.933333333,0.16617775,0
elusage,XGBoost-imbalance,6,"{'max_depth': 3, 'imbalance_alpha': 4.0, 'focal_gamma': 2.0, 'eta': 0.5}",1,1,0.001995564,1,1,1,0,0
elusage,XGBoost-imbalance,7,"{'max_depth': 3, 'imbalance_alpha': 4.0, 'focal_gamma': 2.0, 'eta': 0.5}",1,1,0.333333333,1,1,1,0,0
elusage,XGBoost-imbalance,8,"{'max_depth': 3, 'imbalance_alpha': 4.0, 'focal_gamma': 2.0, 'eta': 0.5}",0.833333333,1,0.00199461,1,0.833333333,0.875,0,0.333333333
elusage,XGBoost-imbalance,9,"{'max_depth': 3, 'imbalance_alpha': 4.0, 'focal_gamma': 2.0, 'eta': 0.5}",0.833333333,1,0,1,1,1,0,0.333333333
elusage,XGBoost-imbalance,10,"{'max_depth': 3, 'imbalance_alpha': 4.0, 'focal_gamma': 2.0, 'eta': 0.5}",0.5,1,0.002994299,1,0.666666667,0.8,0,0.666666667
energy-y1,GentleBoost,1,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.333333333,0.920565302,0.21937457,0.766666667,0.886237209,0.756766396,0.073301844,0.21937457
energy-y1,GentleBoost,2,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.333333333,0.787037037,0.074474096,0.78125,0.903690285,0.768586642,0.073453565,0.201282051
energy-y1,GentleBoost,3,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.333333333,0.712121212,0.201282051,0.789473684,0.920421041,0.715923574,0.077711039,0.122394154
energy-y1,GentleBoost,4,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.333333333,1,0.075089137,1,0.922680133,0.85591421,0.077706911,0.2241975
energy-y1,GentleBoost,5,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.333333333,1,0.122394154,1,0.91808428,0.848141186,0.073389574,0.222625788
energy-y1,GentleBoost,6,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.333333333,0.972222222,0.074815591,0.744444444,0.901726309,0.808127362,0.077522162,0.217852304
energy-y1,GentleBoost,7,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.333333333,0.796296296,0.2241975,0.813333333,0.915686005,0.843308199,0.073162508,0.205038265
energy-y1,GentleBoost,8,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.333333333,0.814814815,0.076128562,1,0.912426267,0.838168634,0.069075333,0.193027211
energy-y1,GentleBoost,9,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.333333333,0.716666667,0.222625788,0.716586151,0.898512768,0.777379772,0.073405055,0.180077872
energy-y1,GentleBoost,10,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.333333333,0.792592593,0.07534798,0.74691358,0.892713053,0.736954817,0.073382349,0.219375922
energy-y1,Gradient boosting,1,"{'subsample': 0.5, 'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 3, 'learning_rate': 0.2}",0.974025974,1,0.296438699,0.962962963,0.992383213,0.969991091,0.021362718,0.296438699
energy-y1,Gradient boosting,2,"{'subsample': 0.5, 'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 3, 'learning_rate': 0.2}",0.991341991,0.990740741,0.073834578,1,0.999229502,0.995836809,0.030234779,0.214666029
energy-y1,Gradient boosting,3,"{'subsample': 0.5, 'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 3, 'learning_rate': 0.2}",0.991341991,1,0.214666029,1,0.997644592,0.993749455,0.026206434,0.351958378
energy-y1,Gradient boosting,4,"{'subsample': 0.5, 'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 3, 'learning_rate': 0.2}",0.956709957,1,0.081447363,1,0.993222806,0.974762989,0.026130057,0.206279967
energy-y1,Gradient boosting,5,"{'subsample': 0.5, 'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 3, 'learning_rate': 0.2}",0.961038961,0.944444444,0.351958378,0.976190476,0.990370034,0.976961557,0.0172549,0.124232542
energy-y1,Gradient boosting,6,"{'subsample': 0.5, 'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 3, 'learning_rate': 0.2}",0.991341991,1,0.085082928,1,1,1,0.021606297,0.336071483
energy-y1,Gradient boosting,7,"{'subsample': 0.5, 'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 3, 'learning_rate': 0.2}",0.982683983,0.968518519,0.206279967,1,0.996869479,0.99099897,0.017499511,0.17067257
energy-y1,Gradient boosting,8,"{'subsample': 0.5, 'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 3, 'learning_rate': 0.2}",0.991341991,1,0.07585303,1,0.998495499,0.99582301,0.021588751,0.200483203
energy-y1,Gradient boosting,9,"{'subsample': 0.5, 'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 3, 'learning_rate': 0.2}",0.96969697,0.981481481,0.124232542,1,0.995571765,0.984256473,0.017485061,0.209401709
energy-y1,Gradient boosting,10,"{'subsample': 0.5, 'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 3, 'learning_rate': 0.2}",0.974025974,1,0.07533892,1,0.999322493,0.999245209,0.02175905,0.231163905
energy-y1,DEBoost,1,,0.952380952,0.881481481,0.035276956,0.869264069,0.923102263,0.880986953,0.640122921,0.035276956
energy-y1,DEBoost,2,,0.987012987,0.972222222,0.522686402,0.972222222,0.980074786,0.968831169,0.632043525,0.01207265
energy-y1,DEBoost,3,,0.991341991,0.974358974,0.01207265,1,0.983114447,0.984839485,0.598465725,0.008130081
energy-y1,DEBoost,4,,0.978354978,0.97962963,0.554962556,1,0.982239057,0.958429533,0.6412985,0.015151515
energy-y1,DEBoost,5,,0.987012987,0.952380952,0.008130081,1,0.972857143,0.9745671,0.645558039,0.006666667
energy-y1,DEBoost,6,,0.943722944,0.898148148,0.611070474,0.923809524,0.927196927,0.906108706,0.652514495,0.043754293
energy-y1,DEBoost,7,,0.965367965,0.939814815,0.015151515,0.948809524,0.957172758,0.946559922,0.642255271,0.025469299
energy-y1,DEBoost,8,,0.987012987,0.98245614,0.56544288,0.98245614,0.985324204,0.977374266,0.623246808,0.011807732
energy-y1,DEBoost,9,,0.956709957,0.91005291,0.006666667,0.939194139,0.939003742,0.923951783,0.658386197,0.032045425
energy-y1,DEBoost,10,,0.956709957,0.925925926,0.546760162,0.929824561,0.948577108,0.93175331,0.636957425,0.02877171
energy-y1,XGBoost-imbalance,1,"{'max_depth': 15, 'imbalance_alpha': 2.5, 'focal_gamma': 1.5, 'eta': 0.5}",0.974025974,0.933977456,0.02259887,1,0.998969677,0.99700715,0.008620225,0.02259887
energy-y1,XGBoost-imbalance,2,"{'max_depth': 15, 'imbalance_alpha': 2.5, 'focal_gamma': 1.5, 'eta': 0.5}",0.96969697,0.977407407,0.0063018,0.962962963,0.994166191,0.967031439,0.012939627,0.049180328
energy-y1,XGBoost-imbalance,3,"{'max_depth': 15, 'imbalance_alpha': 2.5, 'focal_gamma': 1.5, 'eta': 0.5}",0.96969697,0.965099715,0.049180328,1,0.99772479,0.993832494,0.012727011,0.032258065
energy-y1,XGBoost-imbalance,4,"{'max_depth': 15, 'imbalance_alpha': 2.5, 'focal_gamma': 1.5, 'eta': 0.5}",0.96969697,0.895622896,0.005966822,0.916666667,0.987562904,0.963143859,0.012929305,0.053584627
energy-y1,XGBoost-imbalance,5,"{'max_depth': 15, 'imbalance_alpha': 2.5, 'focal_gamma': 1.5, 'eta': 0.5}",0.978354978,0.969987229,0.032258065,1,0.994145647,0.978081191,0.013157403,0.066666667
energy-y1,XGBoost-imbalance,6,"{'max_depth': 15, 'imbalance_alpha': 2.5, 'focal_gamma': 1.5, 'eta': 0.5}",0.991341991,0.926224612,0.006650845,1,0.999050816,0.996324267,0.008619193,0.051086033
energy-y1,XGBoost-imbalance,7,"{'max_depth': 15, 'imbalance_alpha': 2.5, 'focal_gamma': 1.5, 'eta': 0.5}",0.948051948,0.827962963,0.053584627,0.921568627,0.976004624,0.959593708,0.008634675,0.033732661
energy-y1,XGBoost-imbalance,8,"{'max_depth': 15, 'imbalance_alpha': 2.5, 'focal_gamma': 1.5, 'eta': 0.5}",0.965367965,0.917824074,0.006650527,0.925925926,0.988547313,0.95252473,0.004358622,0.064557097
energy-y1,XGBoost-imbalance,9,"{'max_depth': 15, 'imbalance_alpha': 2.5, 'focal_gamma': 1.5, 'eta': 0.5}",0.952380952,0.966049383,0.066666667,0.96969697,0.993552778,0.978362934,0.012918984,0.0532972
energy-y1,XGBoost-imbalance,10,"{'max_depth': 15, 'imbalance_alpha': 2.5, 'focal_gamma': 1.5, 'eta': 0.5}",0.96969697,0.949233716,0.005983988,0.928571429,0.987776304,0.964085187,0.012796163,0.07542735
energy-y2,GentleBoost,1,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.333333333,0.722953216,0.180259688,0.814814815,0.925732199,0.830323939,0.06914242,0.180259688
energy-y2,GentleBoost,2,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.333333333,0.799122807,0.072138866,0.892857143,0.928187677,0.785223701,0.06515536,0.185017141
energy-y2,GentleBoost,3,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.333333333,0.842105263,0.185017141,1,0.937578999,0.89706237,0.077893724,0.188888889
energy-y2,GentleBoost,4,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.333333333,0.798245614,0.074452003,0.856884058,0.933583074,0.822011181,0.069080493,0.168481549
energy-y2,GentleBoost,5,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.333333333,0.859649123,0.188888889,0.8,0.917832379,0.785234041,0.069086686,0.196511393
energy-y2,GentleBoost,6,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.333333333,0.772807018,0.072805961,0.91025641,0.935081127,0.839984372,0.069099071,0.179270014
energy-y2,GentleBoost,7,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.333333333,0.750398724,0.168481549,0.930555556,0.940458417,0.903530485,0.069080493,0.177777778
energy-y2,GentleBoost,8,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.333333333,0.824561404,0.073473295,0.925925926,0.948576016,0.873765819,0.064757995,0.139846743
energy-y2,GentleBoost,9,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.333333333,0.815789474,0.196511393,0.925925926,0.942736018,0.861363466,0.073349321,0.131974031
energy-y2,GentleBoost,10,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.333333333,0.850877193,0.071823676,0.916666667,0.936228521,0.860790187,0.064815794,0.178433759
energy-y2,Gradient boosting,1,"{'subsample': 0.3, 'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 1, 'learning_rate': 0.05}",0.935064935,0.885964912,0.134099617,0.974358974,0.98528627,0.958285688,0.017089761,0.134099617
energy-y2,Gradient boosting,2,"{'subsample': 0.3, 'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 1, 'learning_rate': 0.05}",0.982683983,1,0.071475108,1,0.997161726,0.992401963,0.025911249,0.321761521
energy-y2,Gradient boosting,3,"{'subsample': 0.3, 'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 1, 'learning_rate': 0.05}",0.956709957,0.984848485,0.321761521,1,0.992894182,0.97940458,0.021407098,0.076651127
energy-y2,Gradient boosting,4,"{'subsample': 0.3, 'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 1, 'learning_rate': 0.05}",0.978354978,1,0.073469321,1,0.999213836,0.998223997,0.0216032,0.433353621
energy-y2,Gradient boosting,5,"{'subsample': 0.3, 'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 1, 'learning_rate': 0.05}",0.974025974,0.98245614,0.076651127,1,0.995444034,0.987996362,0.021559852,0.173123487
energy-y2,Gradient boosting,6,"{'subsample': 0.3, 'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 1, 'learning_rate': 0.05}",0.935064935,0.95,0.071809053,0.974358974,0.987068578,0.965620369,0.021772467,0.106209378
energy-y2,Gradient boosting,7,"{'subsample': 0.3, 'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 1, 'learning_rate': 0.05}",0.965367965,0.869298246,0.433353621,0.972222222,0.987547893,0.958775078,0.017096986,0.189957653
energy-y2,Gradient boosting,8,"{'subsample': 0.3, 'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 1, 'learning_rate': 0.05}",0.904761905,0.970551378,0.070809285,0.958333333,0.9849934,0.964391393,0.025714115,0.216220288
energy-y2,Gradient boosting,9,"{'subsample': 0.3, 'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 1, 'learning_rate': 0.05}",0.935064935,1,0.173123487,1,0.990534161,0.973777347,0.021588751,0.174466071
energy-y2,Gradient boosting,10,"{'subsample': 0.3, 'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 1, 'learning_rate': 0.05}",0.965367965,1,0.071469545,0.966666667,0.991881381,0.961589215,0.017089761,0.251748252
energy-y2,DEBoost,1,,0.939393939,0.891666667,0.053916902,0.91025641,0.918874882,0.905615218,0.664884394,0.053916902
energy-y2,DEBoost,2,,0.917748918,0.876254808,0.505967935,0.847709552,0.905823597,0.879298197,0.634664065,0.064607615
energy-y2,DEBoost,3,,0.961038961,0.945632799,0.064607615,0.915064103,0.954887106,0.936841957,0.682157872,0.035858586
energy-y2,DEBoost,4,,0.956709957,0.938318017,0.537894567,0.91372549,0.951453197,0.934679762,0.626040744,0.035411622
energy-y2,DEBoost,5,,0.948051948,0.91025641,0.035858586,0.89010989,0.933238279,0.906732157,0.656255912,0.043779852
energy-y2,DEBoost,6,,0.935064935,0.914855072,0.539889336,0.874509804,0.925251708,0.897171616,0.621709989,0.064351657
energy-y2,DEBoost,7,,0.917748918,0.848370927,0.035411622,0.867521368,0.891980263,0.877426667,0.660569121,0.064410401
energy-y2,DEBoost,8,,0.939393939,0.891265597,0.534570138,0.913580247,0.920147173,0.911136431,0.626017005,0.050971251
energy-y2,DEBoost,9,,0.952380952,0.922445001,0.043779852,0.913649213,0.942219376,0.928869618,0.61740194,0.03800625
energy-y2,DEBoost,10,,0.913419913,0.847222222,0.544210513,0.798642534,0.889070636,0.840248395,0.647625366,0.069080949
energy-y2,XGBoost-imbalance,1,"{'max_depth': 15, 'imbalance_alpha': 1.5, 'focal_gamma': 2.5, 'eta': 0.5}",0.904761905,0.870175439,0.098461228,0.889894419,0.97697698,0.940147108,0.008633642,0.098461228
energy-y2,XGBoost-imbalance,2,"{'max_depth': 15, 'imbalance_alpha': 1.5, 'focal_gamma': 2.5, 'eta': 0.5}",0.956709957,0.966666667,0.006978989,1,0.995901391,0.988876995,0.008672863,0.069267998
energy-y2,XGBoost-imbalance,3,"{'max_depth': 15, 'imbalance_alpha': 1.5, 'focal_gamma': 2.5, 'eta': 0.5}",0.917748918,0.879824561,0.069267998,0.861111111,0.975584795,0.937163154,0.008839033,0.052329099
energy-y2,XGBoost-imbalance,4,"{'max_depth': 15, 'imbalance_alpha': 1.5, 'focal_gamma': 2.5, 'eta': 0.5}",0.922077922,0.943678161,0.006981293,0.852187029,0.975817159,0.923943265,0.012999489,0.098194923
energy-y2,XGBoost-imbalance,5,"{'max_depth': 15, 'imbalance_alpha': 1.5, 'focal_gamma': 2.5, 'eta': 0.5}",0.961038961,0.98245614,0.052329099,0.983333333,0.99352212,0.980841461,0.013067609,0.057070707
energy-y2,XGBoost-imbalance,6,"{'max_depth': 15, 'imbalance_alpha': 1.5, 'focal_gamma': 2.5, 'eta': 0.5}",0.952380952,0.956836536,0.006970406,0.933333333,0.989418064,0.975412074,0.01277552,0.051755448
energy-y2,XGBoost-imbalance,7,"{'max_depth': 15, 'imbalance_alpha': 1.5, 'focal_gamma': 2.5, 'eta': 0.5}",0.952380952,0.957811195,0.098194923,0.972222222,0.986838144,0.924226285,0.012958205,0.091303471
energy-y2,XGBoost-imbalance,8,"{'max_depth': 15, 'imbalance_alpha': 1.5, 'focal_gamma': 2.5, 'eta': 0.5}",0.939393939,0.965240642,0.006647746,0.895238095,0.984273213,0.955680294,0.008657381,0.07979798
energy-y2,XGBoost-imbalance,9,"{'max_depth': 15, 'imbalance_alpha': 1.5, 'focal_gamma': 2.5, 'eta': 0.5}",0.961038961,0.976076555,0.057070707,0.953823954,0.992015666,0.966726967,0.012784809,0.056565657
energy-y2,XGBoost-imbalance,10,"{'max_depth': 15, 'imbalance_alpha': 1.5, 'focal_gamma': 2.5, 'eta': 0.5}",0.909090909,0.900362319,0.007297277,0.847619048,0.963875925,0.895108963,0.013169788,0.111157816
fertility,GentleBoost,1,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.1,1,0.444444444,1,0.833333333,0.625,0.498652458,0.444444444
fertility,GentleBoost,2,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.1,1,0.062824011,1,0.833333333,0.625,0.59838295,0.333333333
fertility,GentleBoost,3,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.1,0,0.333333333,0,0.5,0.083333333,0.602030754,0.444444444
fertility,GentleBoost,4,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.1,0,0.065829754,0,0.277777778,0.055555556,0.498771667,0.555555556
fertility,GentleBoost,5,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.1,1,0.444444444,1,0.611111111,0.5625,0.498390198,0.777777778
fertility,GentleBoost,6,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.1,1,0.065775394,0,0.666666667,0.083333333,0.4986763,0.555555556
fertility,GentleBoost,7,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.1,1,0.555555556,0,0.722222222,0.1,0.598239899,0.444444444
fertility,GentleBoost,8,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.1,1,0.062837601,0,0.444444444,0.071428571,0.598812103,0.666666667
fertility,GentleBoost,9,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.1,1,0.777777778,0,0.666666667,0.1,0.598359108,0.444444444
fertility,GentleBoost,10,"{'random_state': 500, 'n_estimators': 200, 'learning_rate': 1.0}",0.4,0,0.065825939,0,0.222222222,0.05,0.698137283,0.555555556
fertility,Gradient boosting,1,"{'subsample': 0.1, 'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 5, 'learning_rate': 0.2}",0.9,0,0.666666667,0,0.333333333,0.071428571,0.099658966,0.666666667
fertility,Gradient boosting,2,"{'subsample': 0.1, 'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 5, 'learning_rate': 0.2}",0.4,0,0.042885542,0,0.444444444,0.083333333,0.099897385,0.555555556
fertility,Gradient boosting,3,"{'subsample': 0.1, 'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 5, 'learning_rate': 0.2}",0.9,1,0.555555556,0,0.888888889,0.25,0.199460983,0.111111111
